title,price,pricePerSqft,areaSqft,location,city,bedrooms,bathrooms,furnishing,facing,reraStatus,latitude,longitude,propertyUrl
N/A,Rs. 44.35 Lac,6300,N/A,"Vandalur, GST Road",Chennai South,N/A,0,N/A,5,YES,12.89,80.08,https://www.99acres.com/residential-land-plot-for-sale-in-vandalur-chennai-south-78-sq-yard-spid-S80908779
N/A,Rs. 40.7 Lac,6300,N/A,"Otteri Extension, GST Road",Chennai South,N/A,0,N/A,2,YES,12.88364671,80.07818613,https://www.99acres.com/residential-land-plot-for-sale-in-otteri-extension-chennai-south-72-sq-yard-spid-Z80672889
N/A,Rs. 1.15 Crore,6300,N/A,"Vandalur, GST Road",Chennai South,N/A,0,N/A,4,YES,12.89,80.08,https://www.99acres.com/residential-land-plot-for-sale-in-vandalur-chennai-south-203-sq-yard-spid-P80670789
N/A,Rs. 1.17 Crore,6450,N/A,"Vandalur, GST Road",Chennai South,N/A,0,N/A,6,YES,12.89,80.08,https://www.99acres.com/residential-land-plot-for-sale-in-vandalur-chennai-south-202-sq-yard-spid-W80670373
N/A,Rs. 61.77 Lac,6550,N/A,"Vandalur, GST Road",Chennai South,N/A,0,N/A,4,YES,12.89,80.08,https://www.99acres.com/residential-land-plot-for-sale-in-vandalur-chennai-south-105-sq-yard-spid-M80669963
N/A,Rs. 60.92 Lac,6550,N/A,"Vandalur, GST Road",Chennai South,N/A,0,N/A,3,YES,12.89,80.08,https://www.99acres.com/residential-land-plot-for-sale-in-vandalur-chennai-south-103-sq-yard-spid-O80669713
N/A,Rs. 80.96 Lac,6550,N/A,"Vandalur, GST Road",Chennai South,N/A,0,N/A,3,YES,12.89,80.08,https://www.99acres.com/residential-land-plot-for-sale-in-vandalur-chennai-south-137-sq-yard-spid-B80669339
N/A,Rs. 72 Lac,12000,N/A,"Vandalur, GST Road",Chennai South,3,4,N/A,N/A,YES,80.220425,12.979635,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-vandalur-chennai-south-1315-sq-ft-spid-A80667059
N/A,Rs. 65 Lac,10833,N/A,"Vandalur, GST Road",Chennai South,2,3,N/A,N/A,YES,80.220425,12.979635,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-vandalur-chennai-south-1074-sq-ft-spid-Y80666775
N/A,Rs. 81.88 Lac,6550,N/A,"Elumalaiyan Nagar, Perungalathur",Chennai South,N/A,0,N/A,4,YES,12.90714501,80.08365175,https://www.99acres.com/residential-land-plot-for-sale-in-elumalaiyan-nagar-chennai-south-139-sq-yard-spid-C80650305
N/A,Rs. 97.33 Lac,6550,N/A,"Otteri Extension, GST Road",Chennai South,N/A,0,N/A,2,YES,12.88364671,80.07818613,https://www.99acres.com/residential-land-plot-for-sale-in-otteri-extension-chennai-south-165-sq-yard-spid-Q80643043
N/A,Rs. 67.14 Lac,6550,N/A,"Otteri Extension, GST Road",Chennai South,N/A,0,N/A,1,YES,12.88364671,80.07818613,https://www.99acres.com/residential-land-plot-for-sale-in-otteri-extension-chennai-south-114-sq-yard-spid-K80642923
N/A,Rs. 66.02 Lac,6550,N/A,"Balaji Nagar, Vandalur, GST Road",Chennai South,N/A,0,N/A,2,YES,12.95955828,80.18048173,https://www.99acres.com/residential-land-plot-for-sale-in-balaji-nagar-vandalur-chennai-south-112-sq-yard-spid-J80642533
N/A,Rs. 72.18 Lac,6550,N/A,"Kannadasan Nagar, Mannivakkam, Urapakkam",Chennai South,N/A,0,N/A,2,YES,12.86261778,80.05816708,https://www.99acres.com/residential-land-plot-for-sale-in-kannadasan-nagar-mannivakkam-chennai-south-122-sq-yard-spid-X80642125
Aira Avenue Vandalur,Rs. 83.25 Lac,6550,N/A,"Vandalur, GST Road",Chennai South,N/A,0,N/A,N/A,YES,12.89,80.08,https://www.99acres.com/residential-land-plot-for-sale-in-vandalur-chennai-south-141-sq-yard-spid-F80621857
N/A,Rs. 76.18 Lac,6550,N/A,"Vandalur, GST Road",Chennai South,N/A,0,N/A,4,YES,12.8848948,80.0793229,https://www.99acres.com/residential-land-plot-for-sale-in-vandalur-chennai-south-129-sq-yard-spid-F80620947
N/A,Rs. 75.6 Lac,41765,N/A,"Otteri Extension, GST Road",Chennai South,N/A,0,N/A,3,YES,12.88364671,80.07818613,https://www.99acres.com/residential-land-plot-for-sale-in-otteri-extension-chennai-south-20-sq-yard-spid-U80620277
N/A,Rs. 60.45 Lac,111944,N/A,"Otteri Extension, GST Road",Chennai South,N/A,0,N/A,4,YES,12.88364671,80.07818613,https://www.99acres.com/residential-land-plot-for-sale-in-otteri-extension-chennai-south-6-sq-yard-spid-X80619969
N/A,Rs. 72.45 Lac,34174,N/A,"Kannadasan Nagar, Mannivakkam, Urapakkam",Chennai South,N/A,0,N/A,7,YES,12.86261778,80.05816708,https://www.99acres.com/residential-land-plot-for-sale-in-kannadasan-nagar-mannivakkam-chennai-south-24-sq-yard-spid-V80619679
Aira Avenue Vandalur,Rs. 82.2 Lac,6550,N/A,"Vandalur, GST Road",Chennai South,N/A,0,N/A,3,YES,12.887671,80.079033,https://www.99acres.com/residential-land-plot-for-sale-in-aira-avenue-vandalur-vandalur-chennai-south-139-sq-yard-spid-N80610959
Aira Avenue Vandalur,Rs. 79.06 Lac,6550,N/A,"Vandalur, GST Road",Chennai South,N/A,0,N/A,3,YES,12.887671,80.079033,https://www.99acres.com/residential-land-plot-for-sale-in-aira-avenue-vandalur-vandalur-chennai-south-134-sq-yard-spid-F80610505
Aira Avenue Vandalur,Rs. 75.91 Lac,6550,N/A,"Vandalur, GST Road",Chennai South,N/A,0,N/A,3,YES,12.887671,80.079033,https://www.99acres.com/residential-land-plot-for-sale-in-aira-avenue-vandalur-vandalur-chennai-south-129-sq-yard-spid-X80610071
N/A,Rs. 75.6 Lac,6500,N/A,"Venkatesapuram, GST Road",Chennai South,N/A,0,N/A,4,YES,12.888849,80.081128,https://www.99acres.com/residential-land-plot-for-sale-in-venkatesapuram-chennai-south-129-sq-yard-spid-H80604011
N/A,Rs. 65 Lac,10833,N/A,"Vandalur, GST Road",Chennai South,2,3,N/A,1,YES,12.89,80.08,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-vandalur-chennai-south-1074-sq-ft-spid-Y80408871
Fortune pride villas,Rs. 53.65 Lac,4665,N/A,"Vandalur, GST Road",Chennai South,3,3,Semifurnished,1,NO,12.89,80.08,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-vandalur-chennai-south-1150-sq-ft-r1-spid-H80088327
on request,Rs. 54 Lac,3000,N/A,"Urapakkam, Chennai",Chennai South,N/A,0,N/A,1,NO,12.86802,80.07245,https://www.99acres.com/residential-land-plot-for-sale-in-urapakkam-chennai-south-200-sq-yard-spid-Y80818121
Isha Apartment,Rs. 67.2 Lac,7662,877,"Vandalur, GST Road",Chennai South,3,2,Unfurnished,2,NO,13.093913,80.22979,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-vandalur-chennai-south-1222-sq-ft-r3-spid-N76101643
Isha Shubham,Rs. 70.88 Lac,5629,1259,"New perungalathur, Perungalathur",Chennai South,3,2,Unfurnished,N/A,YES,13.085528,80.198265,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-new-perungalathur-chennai-south-1259-sq-ft-spid-J81125679
N/A,Rs. 15 Crore,5000,N/A,"Urapakkam West, Chennai",Chennai South,N/A,0,N/A,4,NO,12.862131,80.055627,https://www.99acres.com/residential-land-plot-for-sale-in-urapakkam-west-chennai-south-3333-sq-yard-spid-P81139069
PREMIER VILLAS NVN NILAYAM,Rs. 66.36 Lac,6636,N/A,"Vandalur, GST Road",Chennai South,2,2,Unfurnished,1,NO,12.89,80.08,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-vandalur-chennai-south-1200-sq-ft-spid-D81006715
taasa sreenivasa enclave,Rs. 56 Lac,6222,1100,"Urapakkam, Chennai",Chennai South,2,2,Unfurnished,5,NO,80.220425,12.979635,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-urapakkam-chennai-south-1250-sq-ft-spid-F81129477
N/A,Rs. 50.65 Lac,5958,500,"Urapakkam, Chennai",Chennai South,2,2,Unfurnished,5,NO,12.86802,80.07245,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-urapakkam-chennai-south-650-sq-ft-spid-S81686356
Balaji Nagar,Rs. 1.97 Crore,5200,N/A,"Iyyenchery, Urapakkam",Chennai South,N/A,0,N/A,3,YES,12.86015067,80.08010676,https://www.99acres.com/residential-land-plot-for-sale-in-iyyenchery-chennai-south-420-sq-yard-spid-N81605023
Homeland Nemra,Rs. 45 Lac,4500,N/A,"Perungalathur, Chennai",Chennai South,N/A,0,N/A,2,YES,12.88189,80.11666,https://www.99acres.com/residential-land-plot-for-sale-in-homeland-nemra-perungalathur-chennai-south-111-sq-yard-r1-spid-Y77642531
Homeland Nemra,Rs. 26.91 Lac,4500,N/A,"Perungalathur, Chennai",Chennai South,N/A,0,N/A,1,YES,12.88189,80.11666,https://www.99acres.com/residential-land-plot-for-sale-in-homeland-nemra-perungalathur-chennai-south-66-sq-yard-r1-spid-P77642501
Sri Rajeshwari Tower,Rs. 74.24 Lac,4999,N/A,"Urapakkam, Chennai",Chennai South,3,3,Unfurnished,2,YES,80.220425,12.979635,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-urapakkam-chennai-south-1485-sq-ft-r1-spid-B79466043
N/A,Rs. 59.84 Lac,3200,N/A,"Perungalathur, Chennai",Chennai South,N/A,0,N/A,3,NO,12.90519,80.09514,https://www.99acres.com/residential-land-plot-for-sale-in-perungalathur-chennai-south-208-sq-yard-r9-spid-F58146658
N/A,Rs. 45 Lac,4500,N/A,"SSM Nagar, Perungalathur",Chennai South,N/A,0,N/A,7,NO,12.89539057,80.11701356,https://www.99acres.com/residential-land-plot-for-sale-in-ssm-nagar-chennai-south-111-sq-yard-spid-Q81267279
Shanthi Nagar,Rs. 91.12 Lac,7593,1000,"Old Perungalathur, Chennai",Chennai South,2,2,Semifurnished,5,NO,12.917108,80.088781,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-old-perungalathur-chennai-south-1200-sq-ft-spid-U80897807
Easton Enclave,Rs. 53.29 Lac,5499,N/A,"Perungalathur, Chennai",Chennai South,N/A,0,N/A,5,NO,13.05142114,80.14606477,https://www.99acres.com/residential-land-plot-for-sale-in-perungalathur-chennai-south-108-sq-yard-r1-spid-T78336983
Tassa Srinivasha Enclave,Rs. 32.99 Lac,4500,N/A,"Urapakkam West, Chennai",Chennai South,N/A,0,N/A,1,YES,12.862131,80.055627,https://www.99acres.com/residential-land-plot-for-sale-in-urapakkam-west-chennai-south-81-sq-yard-spid-C81184315
Tassa Srinivasha Enclave,Rs. 36 Lac,4500,N/A,"Urapakkam West, Chennai",Chennai South,N/A,0,N/A,3,YES,12.862131,80.055627,https://www.99acres.com/residential-land-plot-for-sale-in-urapakkam-west-chennai-south-89-sq-yard-spid-J81182841
The Madras Avenue,Rs. 30.42 Lac,4150,N/A,"Vandalur, GST Road",Chennai South,N/A,0,N/A,3,YES,12.995339,80.101448,https://www.99acres.com/residential-land-plot-for-sale-in-the-madras-avenue-vandalur-chennai-south-81-sq-yard-spid-N81114889
The Madras Avenue,Rs. 34.11 Lac,4150,N/A,"Vandalur, GST Road",Chennai South,N/A,0,N/A,1,YES,12.995339,80.101448,https://www.99acres.com/residential-land-plot-for-sale-in-the-madras-avenue-vandalur-chennai-south-91-sq-yard-spid-O80900007
The Madras Avenue,Rs. 37.35 Lac,4150,N/A,"Vandalur, GST Road",Chennai South,N/A,0,N/A,3,YES,12.995339,80.101448,https://www.99acres.com/residential-land-plot-for-sale-in-the-madras-avenue-vandalur-chennai-south-100-sq-yard-spid-U80883759
Sarasa Disney  phase1,Rs. 32 Lac,4000,N/A,"Vandalur, GST Road",Chennai South,N/A,0,N/A,3,YES,12.89,80.08,https://www.99acres.com/residential-land-plot-for-sale-in-vandalur-chennai-south-89-sq-yard-spid-V80838495
The Madras Avenue,Rs. 24.9 Lac,4150,N/A,"Vandalur, GST Road",Chennai South,N/A,0,N/A,3,YES,12.995339,80.101448,https://www.99acres.com/residential-land-plot-for-sale-in-the-madras-avenue-vandalur-chennai-south-67-sq-yard-spid-U80838337
bb garden phase1,Rs. 32.8 Lac,4100,N/A,"Vandalur, GST Road",Chennai South,N/A,0,N/A,3,YES,12.89,80.08,https://www.99acres.com/residential-land-plot-for-sale-in-vandalur-chennai-south-89-sq-yard-spid-I80835427
The Madras Avenue,Rs. 36.52 Lac,4150,N/A,"Vandalur, GST Road",Chennai South,N/A,0,N/A,1,YES,12.995339,80.101448,https://www.99acres.com/residential-land-plot-for-sale-in-the-madras-avenue-vandalur-chennai-south-98-sq-yard-spid-D80811869
The Madras Avenue,Rs. 33.2 Lac,4150,N/A,"Vandalur, GST Road",Chennai South,N/A,0,N/A,3,YES,12.995339,80.101448,https://www.99acres.com/residential-land-plot-for-sale-in-the-madras-avenue-vandalur-chennai-south-89-sq-yard-spid-T80794541
The Madras Avenue,Rs. 38.35 Lac,4150,N/A,"Vandalur, GST Road",Chennai South,N/A,0,N/A,3,YES,12.995339,80.101448,https://www.99acres.com/residential-land-plot-for-sale-in-the-madras-avenue-vandalur-chennai-south-103-sq-yard-spid-S80774713
N/A,Rs. 38.98 Lac,4800,N/A,"Urapakkam West, Chennai",Chennai South,N/A,0,N/A,1,NO,12.862131,80.055627,https://www.99acres.com/residential-land-plot-for-sale-in-urapakkam-west-chennai-south-90-sq-yard-spid-P79437981
Shriram Park 63,Rs. 1.35 Crore,10714,1260,"Perungalathur, Chennai",Chennai South,3,3,N/A,7,YES,12.902142,80.093945,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-shriram-park-63-perungalathur-chennai-south-1800-sq-ft-r1-spid-P79332513
Shriram Park 63,Rs. 1.46 Crore,10527,N/A,"Perungalathur, Chennai",Chennai South,3,2,Unfurnished,8,YES,12.9025098,80.0938922,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-shriram-park-63-perungalathur-chennai-south-1385-sq-ft-r1-spid-T79237003
The Madras Avenue,Rs. 24.9 Lac,4150,N/A,"Vandalur, GST Road",Chennai South,N/A,0,N/A,3,NO,12.995339,80.101448,https://www.99acres.com/residential-land-plot-for-sale-in-the-madras-avenue-vandalur-chennai-south-67-sq-yard-spid-X81383787
Grand Magnum New Town,Rs. 55 Lac,4583,N/A,"Perungalathur, Chennai",Chennai South,N/A,0,N/A,5,NO,12.879009,80.10426,https://www.99acres.com/residential-land-plot-for-sale-in-grand-magnum-new-town-perungalathur-chennai-south-133-sq-yard-spid-S81177923
Grand Magnum New Town,Rs. 45 Lac,4500,N/A,"Perungalathur, Chennai",Chennai South,N/A,0,N/A,5,NO,12.879009,80.10426,https://www.99acres.com/residential-land-plot-for-sale-in-grand-magnum-new-town-perungalathur-chennai-south-111-sq-yard-spid-D81177843
Casagrand Primrose,Rs. 67 Lac,3999,N/A,"Perungalathur, Chennai",Chennai South,3,3,Unfurnished,3,NO,12.88922165,80.03226721,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-casagrand-primrose-perungalathur-chennai-south-1529-sq-ft-spid-B81168229
South India Shelters Marakesh,Rs. 64 Lac,6095,N/A,"Bharani Dharan Boss, Urapakkam",Chennai South,2,2,Semifurnished,1,NO,12.854575,80.077331,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-south-india-shelters-marakesh-bharani-dharan-boss-chennai-south-1050-sq-ft-spid-L80985167
XS Real Centra Chennai,Rs. 61 Lac,5809,700,"Perungalathur, Chennai",Chennai South,2,2,Furnished,N/A,NO,12.891637,80.109199,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-xs-real-centra-chennai-perungalathur-chennai-south-1050-sq-ft-spid-Q80982245
Sai City Square,Rs. 75.21 Lac,5014,1200,"Vandalur, GST Road",Chennai South,3,3,Semifurnished,5,NO,80.220425,12.979635,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-vandalur-chennai-south-1500-sq-ft-spid-M80971435
Ruby garden,Rs. 52.98 Lac,2499,N/A,"New perungalathur, Perungalathur",Chennai South,N/A,0,N/A,1,NO,12.90622,80.09679,https://www.99acres.com/residential-land-plot-for-sale-in-new-perungalathur-chennai-south-236-sq-yard-spid-B81831968
Ruby garden,Rs. 52.98 Lac,2499,N/A,"Old Perungalathur, Chennai",Chennai South,N/A,0,N/A,5,NO,12.917108,80.088781,https://www.99acres.com/residential-land-plot-for-sale-in-old-perungalathur-chennai-south-236-sq-yard-spid-W81766172
N/A,Rs. 22.55 Lac,2299,N/A,"Urapakkam West, Chennai",Chennai South,N/A,0,N/A,3,NO,12.862131,80.055627,https://www.99acres.com/residential-land-plot-for-sale-in-urapakkam-west-chennai-south-109-sq-yard-r1-spid-A80304459
serasa destiny,Rs. 36.53 Lac,4100,N/A,"Perungalathur, Chennai",Chennai South,N/A,0,N/A,3,NO,80.220425,12.979635,https://www.99acres.com/residential-land-plot-for-sale-in-perungalathur-chennai-south-99-sq-yard-spid-C81435231
taasa enclave,Rs. 39.15 Lac,4500,N/A,"Urapakkam, Chennai",Chennai South,N/A,0,N/A,1,NO,80.220425,12.979635,https://www.99acres.com/residential-land-plot-for-sale-in-urapakkam-chennai-south-97-sq-yard-spid-S81435121
taasa enclave,Rs. 58 Lac,6444,980,"Urapakkam, Chennai",Chennai South,2,2,Unfurnished,1,NO,80.220425,12.979635,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-urapakkam-chennai-south-1050-sq-ft-spid-T81393233
taasa enclave,Rs. 58 Lac,6590,850,"Urapakkam, Chennai",Chennai South,2,2,Unfurnished,5,NO,80.220425,12.979635,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-urapakkam-chennai-south-960-sq-ft-spid-M81386745
taasa enclave,Rs. 40.46 Lac,4500,N/A,"Urapakkam, Chennai",Chennai South,N/A,0,N/A,1,NO,80.220425,12.979635,https://www.99acres.com/residential-land-plot-for-sale-in-urapakkam-chennai-south-100-sq-yard-spid-N81176345
ARAV GARDEN,Rs. 32.48 Lac,3500,N/A,"Perungalathur, Chennai",Chennai South,N/A,0,N/A,1,NO,80.220425,12.979635,https://www.99acres.com/residential-land-plot-for-sale-in-perungalathur-chennai-south-103-sq-yard-spid-W80846385
AKAN AVENUE,Rs. 31.62 Lac,3800,N/A,"Perungalathur, Chennai",Chennai South,N/A,0,N/A,5,NO,80.220425,12.979635,https://www.99acres.com/residential-land-plot-for-sale-in-perungalathur-chennai-south-92-sq-yard-spid-G80846151
SERASA DESTINY,Rs. 41.16 Lac,4200,N/A,"Vandalur, GST Road",Chennai South,N/A,0,N/A,3,NO,80.220425,12.979635,https://www.99acres.com/residential-land-plot-for-sale-in-vandalur-chennai-south-109-sq-yard-spid-F80845863
B&B GARDEN,Rs. 47.04 Lac,4200,N/A,"Vandalur, GST Road",Chennai South,N/A,0,N/A,1,NO,80.220425,12.979635,https://www.99acres.com/residential-land-plot-for-sale-in-vandalur-chennai-south-124-sq-yard-spid-A80845619
TAASA SRINIVAASA ENCLAVE,Rs. 41.46 Lac,4700,N/A,"Urapakkam, Chennai",Chennai South,N/A,0,N/A,5,NO,12.86802,80.07245,https://www.99acres.com/residential-land-plot-for-sale-in-urapakkam-chennai-south-98-sq-yard-spid-H80843071
TAASA SRINIVAASA ENCLAVE,Rs. 48.69 Lac,4700,N/A,"Urapakkam, Chennai",Chennai South,N/A,0,N/A,1,NO,12.86802,80.07245,https://www.99acres.com/residential-land-plot-for-sale-in-urapakkam-chennai-south-115-sq-yard-spid-D80842859
TAASA SRINEVASAN,Rs. 46.8 Lac,4500,N/A,"Urapakkam, Chennai",Chennai South,N/A,0,N/A,5,NO,12.86802,80.07245,https://www.99acres.com/residential-land-plot-for-sale-in-urapakkam-chennai-south-116-sq-yard-spid-H80737375
taasa srinivasan,Rs. 39.36 Lac,4100,N/A,"Vandalur, GST Road",Chennai South,N/A,0,N/A,5,NO,12.89,80.08,https://www.99acres.com/residential-land-plot-for-sale-in-vandalur-chennai-south-107-sq-yard-spid-D80736051
N/A,Rs. 72.18 Lac,6550,N/A,"Srinivasa Nagar New Perungalathur, Chennai",Chennai South,N/A,0,N/A,2,YES,12.911485,80.097057,https://www.99acres.com/residential-land-plot-for-sale-in-srinivasa-nagar-new-perungalathur-chennai-south-122-sq-yard-spid-A80643151
N/A,Rs. 1.44 Crore,53991,N/A,"SSM Nagar, Perungalathur",Chennai South,N/A,0,N/A,1,YES,12.89539057,80.11701356,https://www.99acres.com/residential-land-plot-for-sale-in-ssm-nagar-chennai-south-267-sq-yard-spid-M80604563
"urapakkam, kilambakkam ",Rs. 1.2 Crore,4569,N/A,"Urapakkam West, Chennai",Chennai South,N/A,0,N/A,3,NO,12.862131,80.055627,https://www.99acres.com/residential-land-plot-for-sale-in-urapakkam-west-chennai-south-292-sq-yard-spid-N81506153
on request,Rs. 75.6 Lac,4200,N/A,"Urapakkam, Chennai",Chennai South,N/A,0,N/A,4,NO,12.86802,80.07245,https://www.99acres.com/residential-land-plot-for-sale-in-urapakkam-chennai-south-200-sq-yard-spid-B80818103
N/A,Rs. 60 Lac,5000,N/A,"Urapakkam, Chennai",Chennai South,N/A,0,N/A,N/A,NO,80.220425,12.979635,https://www.99acres.com/residential-land-plot-for-sale-in-urapakkam-chennai-south-133-sq-yard-spid-J80730821
Shriram Park 63,Rs. 1.55 Crore,8201,N/A,"Perungalathur, Chennai",Chennai South,3,3,Unfurnished,1,NO,12.902142,80.093945,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-shriram-park-63-perungalathur-chennai-south-1890-sq-ft-r1-spid-D77693095
N/A,Rs. 1.5 Crore,6250,3000,"Venkatesapuram, GST Road",Chennai South,5,5,Unfurnished,4,NO,12.888849,80.081128,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-venkatesapuram-chennai-south-3300-sq-ft-spid-R81851934
Ganapathy Enclave,Rs. 37 Lac,2748,N/A,"Urapakkam, Chennai",Chennai South,3,2,Semifurnished,N/A,NO,12.86802,80.07245,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-urapakkam-chennai-south-1346-sq-ft-spid-O81698660
N/A,Rs. 18 Lac,2727,N/A,"Urapakkam, Chennai",Chennai South,2,2,Semifurnished,1,NO,80.220425,12.979635,https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-urapakkam-chennai-south-660-sq-ft-spid-L81262195
N/A,Rs. 40 Lac,2985,N/A,"Urapakkam, Chennai",Chennai South,3,3,Semifurnished,1,NO,80.220425,12.979635,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-urapakkam-chennai-south-1340-sq-ft-spid-T81261985
N/A,Rs. 30 Lac,3896,N/A,"Vandalur, GST Road",Chennai South,2,2,Semifurnished,3,NO,80.220425,12.979635,https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-vandalur-chennai-south-770-sq-ft-spid-W81260719
N/A,Rs. 95.26 Lac,6300,N/A,"Kannadasan Nagar, Mannivakkam, Urapakkam",Chennai South,N/A,0,N/A,5,YES,12.86261778,80.05816708,https://www.99acres.com/residential-land-plot-for-sale-in-kannadasan-nagar-mannivakkam-chennai-south-168-sq-yard-spid-Y80946449
KAVEENS VILLA,Rs. 40 Lac,4999,N/A,"Vandalur, GST Road",Chennai South,N/A,0,N/A,5,NO,12.89,80.08,https://www.99acres.com/residential-land-plot-for-sale-in-vandalur-chennai-south-89-sq-yard-spid-F80878209
